,regional_mobility,is_high_user,avg_consume_less_12_valid_month,reg_preference_for_trad,status,low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,transd_mcc,trans_days_interval_filter,trans_days_interval,repayment_capability,number_of_trans_from_2011,historical_trans_amount,historical_trans_day,rank_trad_1_month,trans_amount_3_month,abs,top_trans_count_last_1_month,avg_price_last_12_month,avg_price_top_last_12_valid_month,trans_top_time_last_1_month,trans_top_time_last_6_month,consume_top_time_last_1_month,consume_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,first_transaction_day_re,active_day
161,3.0,0,6.0,0.0,0,0.0,0.65,13000.0,1.13,1.0,0.594,23.0,11.0,10.0,13010.0,31.0,912790.0,364.0,0.25,154880.0,2150.0,0.1,1780.0,0.3,5.0,11.0,5.0,11.0,1.0,2.0,3.0,3.0,404.0,2910.0,5.0,0.0,360.0,54220.0,0.0,88.0,592.0,76.0,12.0,10.0,2.0,14.0,2.0,7.0,12.0,574.0,75.0,74.0,70.0,6.0,22.0,10.0,12.0,2.0,8.0,34.0,105.0,23.0,2.0,1.0,358.0,3300.0,70.0,12.0,14.0,4900.0,2366.0,10700.0,79.0,10.0,12.0,44400.0,11790.0,14.0,1007.0,9.0
162,3.0,0,7.0,1.0,0,0.0,0.93,14900.0,0.11,0.62,0.513,25.0,33.0,18.0,66120.0,38.0,316370.0,337.0,0.75,22370.0,66930.0,1.0,1610.0,0.45,8.0,33.0,0.0,41.0,0.0,6.0,9.0,9.0,0.0,420.0,7.0,0.0,0.0,10720.0,0.0,82.0,546.0,73.0,11.0,3.0,3.0,16.0,7.0,12.0,13.0,514.0,77.0,60.0,48.0,2.0,16.0,6.0,10.0,2.0,9.0,27.0,69.0,30.0,2.0,0.0,354.0,2600.0,71.0,10.0,10.0,7000.0,2560.0,9700.0,80.0,6.0,7.0,22800.0,10400.0,20.0,1898.0,20.0
163,3.0,0,7.0,0.0,0,0.01,0.99,1000.0,0.87,0.61,0.41100000000000003,19.0,18.0,20.0,18170.0,25.0,270110.0,188.0,0.5,53680.0,8130.0,0.3,1270.0,0.45,9.0,18.0,9.0,25.0,0.0,1.0,6.0,6.0,0.0,790.0,33.0,0.0,790.0,16920.0,0.0,85.0,643.0,78.0,14.0,8.0,3.0,16.0,4.0,7.0,13.0,619.0,76.0,62.0,60.0,0.0,20.0,7.0,13.0,4.0,7.0,22.0,88.0,3.0,5.0,0.0,353.0,2000.0,74.0,13.0,14.0,2700.0,1823.0,11200.0,80.0,7.0,9.0,23400.0,9385.0,9.0,1293.0,8.0
164,2.0,0,8.0,0.0,0,0.01,0.72,1500.0,0.74,0.76,0.23,13.0,32.0,31.0,17290.0,13.0,118000.0,86.0,0.4,24880.0,4260.0,0.15,1570.0,0.45,5.0,20.0,5.0,20.0,0.0,0.0,2.0,2.0,1577.0,1920.0,4.0,0.0,3540.0,28220.0,0.0,85.0,543.0,73.0,4.0,1.0,3.0,7.0,0.0,3.0,6.0,505.0,77.0,40.0,34.0,1.0,13.0,6.0,7.0,1.0,1.0,7.0,44.0,16.0,1.0,0.0,352.0,2000.0,75.0,7.0,8.0,2500.0,1885.0,7900.0,83.0,6.0,7.0,24000.0,10400.0,45.0,577.0,27.0
165,2.0,0,7.0,1.0,1,0.02,0.98,3000.0,0.9,1.0,0.513,21.0,15.0,19.0,13210.0,22.0,331270.0,294.0,0.4,45990.0,8680.0,0.1,990.0,0.55,5.0,15.0,5.0,21.0,0.0,2.0,7.0,7.0,47227.0,800.0,9.0,0.0,1340.0,22840.0,0.0,82.0,534.0,76.0,13.0,9.0,3.0,16.0,9.0,10.0,11.0,500.0,76.0,52.0,41.0,5.0,19.0,5.0,14.0,1.0,1.0,24.0,75.0,45.0,3.0,5.0,355.0,2000.0,74.0,14.0,15.0,3100.0,1828.0,3400.0,77.0,5.0,6.0,7200.0,4080.0,13.0,717.0,1.0
166,3.0,0,8.0,1.0,0,0.01,0.91,200.0,2.52,0.51,0.677,19.0,9.0,8.0,7590.0,23.0,647410.0,301.0,0.2,132650.0,17840.0,0.05,1300.0,0.45,9.0,9.0,9.0,9.0,4.0,7.0,12.0,12.0,20.0,4440.0,9.0,0.0,1960.0,61460.0,0.0,82.0,548.0,76.0,17.0,8.0,7.0,20.0,1.0,6.0,12.0,512.0,76.0,117.0,114.0,1.0,36.0,7.0,29.0,0.0,3.0,47.0,150.0,6.0,0.0,0.0,354.0,2000.0,75.0,29.0,30.0,4200.0,1675.0,10900.0,77.0,7.0,7.0,34800.0,13028.0,2.0,1423.0,2.0
167,3.0,0,8.0,0.0,0,0.01,0.99,8000.0,0.16,0.92,0.327,16.0,22.0,10.0,22260.0,23.0,54180.0,141.0,0.5,12570.0,11750.0,0.4,790.0,0.6,5.0,15.0,5.0,15.0,0.0,2.0,2.0,2.0,0.0,1290.0,3.0,0.0,350.0,8490.0,0.0,94.0,679.0,72.0,4.0,2.0,2.0,7.0,3.0,3.0,6.0,671.0,74.0,14.0,9.0,0.0,4.0,0.0,4.0,1.0,3.0,6.0,9.0,7.0,1.0,0.0,355.0,1300.0,74.0,4.0,5.0,1600.0,1175.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,994.0,9.0
168,4.0,0,7.0,0.0,0,0.03,0.97,500.0,0.98,0.28,0.163,16.0,41.0,23.0,9900.0,24.0,188140.0,90.0,0.95,15730.0,1200.0,1.0,1060.0,0.5,0.0,31.0,0.0,31.0,0.0,0.0,3.0,3.0,0.0,100.0,6.0,0.0,0.0,12780.0,0.0,86.0,535.0,79.0,8.0,3.0,1.0,10.0,4.0,5.0,6.0,492.0,75.0,17.0,15.0,2.0,6.0,2.0,4.0,0.0,0.0,4.0,23.0,6.0,1.0,0.0,355.0,2200.0,73.0,4.0,4.0,3100.0,2125.0,6700.0,77.0,2.0,2.0,7200.0,5700.0,23.0,2668.0,23.0
169,2.0,0,5.0,0.0,1,0.01,0.99,0.0,2.18,0.51,0.239,14.0,47.0,50.0,10720.0,21.0,63490.0,109.0,0.75,11960.0,230.0,0.4,940.0,0.5,14.0,47.0,14.0,47.0,0.0,1.0,3.0,3.0,1224240.0,210.0,3.0,0.0,0.0,12240.0,0.0,87.0,531.0,77.0,16.0,8.0,6.0,26.0,9.0,15.0,25.0,463.0,77.0,31.0,26.0,2.0,9.0,4.0,5.0,0.0,0.0,10.0,37.0,12.0,0.0,0.0,329.0,2200.0,74.0,5.0,5.0,2900.0,1840.0,5300.0,80.0,4.0,5.0,7200.0,5025.0,4.0,1297.0,4.0
170,1.0,0,5.0,0.0,0,0.05,0.95,0.0,1.01,0.86,0.083,12.0,56.0,93.0,13140.0,12.0,18080.0,28.0,1.0,20.0,730.0,1.0,620.0,0.65,0.0,32.0,0.0,32.0,0.0,0.0,3.0,6.0,0.0,20.0,2.0,0.0,0.0,3080.0,0.0,88.0,528.0,72.0,12.0,7.0,3.0,15.0,7.0,8.0,12.0,491.0,77.0,10.0,10.0,1.0,4.0,2.0,2.0,0.0,0.0,5.0,22.0,9.0,0.0,0.0,321.0,2800.0,75.0,2.0,2.0,2900.0,2500.0,1200.0,81.0,2.0,2.0,1200.0,1100.0,6.0,474.0,6.0
171,3.0,0,7.0,0.0,0,0.02,0.98,1500.0,1.15,0.38,0.188,11.0,35.0,29.0,7480.0,18.0,51570.0,74.0,0.45,13310.0,2830.0,0.2,980.0,0.55,10.0,21.0,10.0,21.0,0.0,3.0,4.0,4.0,0.0,1100.0,2.0,0.0,1720.0,5650.0,0.0,83.0,630.0,78.0,7.0,5.0,1.0,8.0,0.0,5.0,6.0,613.0,77.0,16.0,11.0,1.0,7.0,3.0,4.0,1.0,1.0,3.0,16.0,9.0,0.0,1.0,354.0,1500.0,74.0,4.0,4.0,2000.0,1275.0,12000.0,82.0,3.0,3.0,22800.0,9800.0,49.0,1513.0,22.0
172,2.0,0,7.0,1.0,1,0.03,0.97,0.0,1.07,0.56,0.4,14.0,28.0,31.0,9560.0,18.0,157820.0,159.0,0.5,28180.0,0.0,0.1,860.0,0.6,7.0,28.0,7.0,28.0,2.0,3.0,8.0,8.0,495017.0,950.0,5.0,0.0,0.0,5330.0,0.0,82.0,548.0,78.0,20.0,8.0,9.0,30.0,6.0,9.0,24.0,476.0,79.0,41.0,31.0,10.0,19.0,10.0,9.0,0.0,1.0,19.0,52.0,93.0,2.0,13.0,357.0,2200.0,79.0,9.0,10.0,3800.0,1522.0,2700.0,80.0,10.0,11.0,4800.0,2220.0,17.0,1028.0,17.0
173,2.0,0,5.0,2.0,0,0.02,0.98,4500.0,1.62,1.0,0.322,14.0,14.0,13.0,6990.0,29.0,82210.0,231.0,1.0,8880.0,130.0,0.4,760.0,0.6,7.0,14.0,10.0,16.0,0.0,1.0,1.0,9.0,0.0,340.0,2.0,0.0,0.0,0.0,0.0,85.0,633.0,73.0,8.0,4.0,3.0,8.0,0.0,2.0,7.0,605.0,78.0,22.0,18.0,0.0,10.0,6.0,4.0,0.0,1.0,9.0,37.0,13.0,0.0,4.0,354.0,2900.0,73.0,4.0,4.0,4900.0,2025.0,4400.0,81.0,6.0,7.0,7800.0,4816.0,40.0,920.0,40.0
174,3.0,0,7.0,0.0,0,0.01,0.68,0.0,1.19,0.97,0.175,16.0,34.0,20.0,13940.0,38.0,126700.0,125.0,0.6,12170.0,2630.0,1.0,1490.0,0.45,0.0,34.0,0.0,34.0,0.0,2.0,2.0,2.0,0.0,1430.0,4.0,0.0,0.0,11590.0,0.0,84.0,533.0,77.0,6.0,5.0,0.0,6.0,2.0,2.0,3.0,488.0,73.0,19.0,17.0,2.0,10.0,1.0,9.0,0.0,0.0,6.0,24.0,5.0,0.0,0.0,334.0,1500.0,72.0,9.0,9.0,3100.0,1477.0,3600.0,78.0,1.0,1.0,3600.0,3600.0,8.0,1232.0,8.0
175,3.0,0,5.0,1.0,1,0.01,0.99,300.0,0.77,1.0,0.75,21.0,6.0,4.0,19500.0,14.0,562280.0,271.0,1.0,38970.0,15470.0,1.0,1030.0,0.55,0.0,3.0,0.0,3.0,0.0,5.0,18.0,18.0,0.0,0.0,21.0,0.0,0.0,29980.0,0.0,168.0,530.0,75.0,17.0,7.0,8.0,20.0,3.0,9.0,13.0,480.0,75.0,107.0,87.0,9.0,26.0,10.0,16.0,1.0,3.0,26.0,99.0,103.0,0.0,9.0,355.0,1900.0,75.0,16.0,18.0,3300.0,1725.0,11100.0,76.0,10.0,12.0,33600.0,7710.0,20.0,545.0,18.0
176,4.0,0,6.0,0.0,0,0.01,0.99,0.0,3.6,0.31,0.242,16.0,40.0,24.0,6170.0,18.0,41800.0,90.0,0.6,7440.0,4050.0,0.65,920.0,0.55,5.0,20.0,5.0,20.0,0.0,0.0,0.0,3.0,0.0,950.0,2.0,0.0,0.0,20.0,0.0,97.0,630.0,74.0,6.0,3.0,2.0,7.0,3.0,5.0,7.0,603.0,77.0,17.0,16.0,1.0,5.0,3.0,2.0,0.0,0.0,4.0,20.0,2.0,0.0,0.0,341.0,2300.0,76.0,2.0,2.0,2300.0,2250.0,10200.0,80.0,3.0,3.0,14400.0,8600.0,6.0,1805.0,6.0
177,5.0,0,7.0,1.0,0,0.01,0.99,4000.0,0.45,0.46,0.163,15.0,35.0,21.0,13230.0,34.0,31910.0,96.0,0.6,9800.0,2640.0,0.65,1310.0,0.5,6.0,21.0,0.0,26.0,0.0,4.0,8.0,10.0,1565.0,1150.0,2.0,0.0,1150.0,10660.0,0.0,96.0,528.0,75.0,6.0,2.0,2.0,11.0,0.0,0.0,5.0,489.0,76.0,4.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,3.0,6.0,4.0,0.0,0.0,276.0,1100.0,75.0,1.0,1.0,1100.0,1100.0,7700.0,82.0,2.0,2.0,8400.0,5400.0,102.0,2292.0,68.0
178,2.0,0,7.0,0.0,1,0.02,0.98,1100.0,1.03,0.86,0.263,15.0,37.0,34.0,12680.0,12.0,75010.0,88.0,0.55,18030.0,1210.0,0.15,960.0,0.55,7.0,16.0,7.0,16.0,0.0,2.0,3.0,3.0,1.0,730.0,4.0,0.0,730.0,10940.0,0.0,83.0,546.0,78.0,15.0,6.0,5.0,18.0,6.0,12.0,13.0,501.0,74.0,25.0,20.0,1.0,11.0,3.0,8.0,2.0,3.0,11.0,29.0,14.0,1.0,2.0,285.0,1500.0,72.0,8.0,9.0,2300.0,1375.0,7700.0,77.0,3.0,3.0,12300.0,7700.0,5.0,477.0,5.0
179,1.0,1,6.0,4.0,1,0.05,0.95,2000.0,0.1,1.0,0.48,12.0,32.0,8.0,43110.0,12.0,21420.0,173.0,0.45,4930.0,26570.0,0.65,1420.0,0.45,11.0,26.0,21.0,44.0,0.0,0.0,1.0,1.0,0.0,1560.0,2.0,0.0,0.0,0.0,0.0,82.0,551.0,82.0,14.0,4.0,4.0,18.0,8.0,11.0,13.0,502.0,76.0,32.0,28.0,2.0,15.0,5.0,10.0,1.0,2.0,12.0,33.0,9.0,1.0,0.0,345.0,2000.0,75.0,10.0,10.0,3300.0,1740.0,6500.0,81.0,5.0,5.0,14400.0,7340.0,7.0,405.0,5.0
180,4.0,0,6.0,0.0,0,0.04,0.9,2500.0,0.46,1.0,0.469,26.0,16.0,14.0,20640.0,17.0,141930.0,193.0,0.6,19680.0,3970.0,0.2,1190.0,0.5,15.0,16.0,2.0,31.0,0.0,2.0,3.0,3.0,59684.0,570.0,3.0,0.0,0.0,15280.0,0.0,83.0,538.0,79.0,6.0,3.0,2.0,6.0,1.0,1.0,2.0,503.0,79.0,20.0,17.0,1.0,14.0,5.0,9.0,0.0,0.0,5.0,23.0,11.0,2.0,0.0,348.0,2200.0,77.0,9.0,10.0,3600.0,2011.0,7300.0,83.0,5.0,5.0,9600.0,5960.0,16.0,557.0,16.0
181,4.0,0,7.0,0.0,0,0.02,0.98,0.0,0.4,0.7,0.43799999999999994,23.0,10.0,9.0,17290.0,39.0,235790.0,234.0,0.2,37370.0,6500.0,0.05,900.0,0.6,8.0,10.0,8.0,10.0,3.0,2.0,2.0,2.0,41.0,6330.0,9.0,1.0,1320.0,5480.0,0.0,82.0,553.0,74.0,8.0,5.0,2.0,9.0,2.0,5.0,8.0,483.0,77.0,28.0,27.0,1.0,9.0,4.0,5.0,0.0,2.0,10.0,66.0,4.0,1.0,0.0,340.0,1700.0,73.0,5.0,5.0,2300.0,1380.0,17500.0,79.0,4.0,4.0,19200.0,12750.0,6.0,1754.0,6.0
182,3.0,0,5.0,0.0,0,0.02,0.75,0.0,1.49,1.0,0.15,15.0,56.0,30.0,7980.0,15.0,60320.0,59.0,1.0,15990.0,1320.0,1.0,1110.0,0.5,0.0,26.0,0.0,26.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,7180.0,0.0,82.0,557.0,77.0,8.0,4.0,3.0,9.0,0.0,5.0,6.0,527.0,72.0,21.0,20.0,2.0,9.0,5.0,4.0,0.0,2.0,9.0,27.0,5.0,2.0,1.0,350.0,1700.0,66.0,4.0,5.0,2000.0,1275.0,20700.0,79.0,5.0,5.0,48000.0,12020.0,34.0,509.0,34.0
183,2.0,0,7.0,0.0,1,0.01,0.99,200.0,1.0,1.0,0.433,18.0,20.0,26.0,19170.0,17.0,283160.0,152.0,1.0,16270.0,10210.0,1.0,1190.0,0.5,0.0,5.0,0.0,5.0,0.0,3.0,12.0,12.0,0.0,0.0,8.0,0.0,0.0,23750.0,0.0,127.0,541.0,74.0,18.0,7.0,7.0,26.0,7.0,12.0,16.0,482.0,77.0,72.0,47.0,8.0,26.0,6.0,20.0,0.0,5.0,30.0,55.0,60.0,0.0,3.0,351.0,1900.0,76.0,20.0,20.0,3100.0,1575.0,9900.0,82.0,6.0,6.0,21600.0,8416.0,13.0,594.0,13.0
184,3.0,0,7.0,0.0,0,0.04,0.96,0.0,1.04,0.52,0.716,18.0,10.0,8.0,10370.0,27.0,482890.0,315.0,0.25,69790.0,4920.0,0.05,960.0,0.55,6.0,7.0,6.0,7.0,1.0,2.0,15.0,15.0,502.0,2760.0,18.0,0.0,800.0,35780.0,0.0,82.0,531.0,75.0,19.0,14.0,4.0,24.0,5.0,14.0,19.0,466.0,75.0,66.0,56.0,4.0,24.0,11.0,13.0,0.0,2.0,24.0,79.0,24.0,0.0,4.0,356.0,1900.0,73.0,13.0,13.0,4100.0,1769.0,3700.0,78.0,11.0,13.0,18000.0,4172.0,5.0,1616.0,5.0
185,5.0,0,6.0,0.0,0,0.01,0.95,1000.0,0.52,1.0,0.322,16.0,15.0,19.0,13210.0,31.0,246210.0,205.0,0.25,26080.0,4880.0,0.1,1390.0,0.45,7.0,15.0,7.0,15.0,0.0,2.0,2.0,3.0,381.0,3860.0,4.0,0.0,2190.0,13860.0,0.0,89.0,643.0,76.0,8.0,5.0,2.0,13.0,3.0,10.0,12.0,613.0,75.0,39.0,35.0,0.0,13.0,5.0,8.0,0.0,4.0,10.0,56.0,9.0,3.0,2.0,360.0,2800.0,74.0,8.0,8.0,3800.0,2362.0,16900.0,75.0,5.0,6.0,25200.0,7120.0,4.0,984.0,4.0
186,3.0,0,7.0,0.0,0,0.06,0.94,0.0,2.95,0.86,0.408,20.0,12.0,11.0,20160.0,24.0,146780.0,197.0,0.4,37540.0,580.0,0.05,660.0,0.7,10.0,12.0,10.0,12.0,0.0,2.0,4.0,4.0,0.0,1860.0,6.0,0.0,120.0,24070.0,0.0,82.0,548.0,80.0,9.0,4.0,3.0,13.0,1.0,3.0,5.0,511.0,73.0,21.0,16.0,1.0,10.0,3.0,7.0,1.0,1.0,14.0,58.0,6.0,2.0,0.0,344.0,1300.0,73.0,7.0,7.0,2300.0,1542.0,5200.0,76.0,3.0,4.0,12000.0,5533.0,30.0,915.0,15.0
187,4.0,0,4.0,1.0,0,0.02,0.85,6000.0,0.43,0.77,0.13,14.0,78.0,75.0,10020.0,20.0,24170.0,55.0,0.4,11540.0,1500.0,0.2,910.0,0.6,11.0,20.0,11.0,32.0,0.0,0.0,4.0,4.0,968086.0,2030.0,2.0,0.0,0.0,8960.0,0.0,85.0,647.0,75.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,618.0,77.0,4.0,4.0,0.0,3.0,2.0,1.0,0.0,3.0,4.0,7.0,0.0,0.0,0.0,181.0,1200.0,76.0,1.0,1.0,1200.0,1200.0,2100.0,77.0,2.0,2.0,2400.0,2100.0,54.0,838.0,32.0
188,3.0,0,5.0,0.0,1,0.0,0.45,0.0,44.75,1.0,0.391,14.0,28.0,30.0,9790.0,8.0,99780.0,94.0,0.1,31790.0,22650.0,0.15,1260.0,0.5,6.0,28.0,6.0,28.0,0.0,0.0,3.0,3.0,32.0,20170.0,8.0,0.0,19800.0,49890.0,0.0,83.0,514.0,77.0,11.0,7.0,3.0,20.0,2.0,9.0,17.0,484.0,76.0,34.0,29.0,4.0,8.0,6.0,2.0,1.0,4.0,14.0,64.0,31.0,4.0,8.0,360.0,3100.0,72.0,2.0,2.0,4100.0,2300.0,11000.0,77.0,6.0,7.0,15600.0,7950.0,13.0,308.0,13.0
189,3.0,0,7.0,0.0,0,0.0,1.0,0.0,11.94,1.0,0.5,19.0,12.0,11.0,11390.0,20.0,252940.0,211.0,0.45,43180.0,1940.0,0.1,1190.0,0.5,10.0,11.0,10.0,11.0,0.0,4.0,6.0,6.0,0.0,940.0,3.0,0.0,0.0,9350.0,0.0,85.0,530.0,79.0,12.0,7.0,4.0,13.0,2.0,6.0,8.0,470.0,76.0,49.0,42.0,1.0,17.0,7.0,10.0,1.0,2.0,19.0,54.0,13.0,0.0,2.0,356.0,2600.0,74.0,10.0,11.0,5000.0,2330.0,6100.0,80.0,7.0,7.0,13200.0,6357.0,2.0,657.0,2.0
190,1.0,0,5.0,1.0,0,0.0,0.95,0.0,0.41,1.0,0.7440000000000001,20.0,28.0,7.0,340.0,24.0,618350.0,413.0,0.4,63430.0,47570.0,0.05,1640.0,0.45,10.0,28.0,10.0,28.0,1.0,0.0,8.0,8.0,55239.0,1490.0,6.0,0.0,0.0,3730.0,0.0,82.0,673.0,76.0,20.0,12.0,6.0,40.0,8.0,23.0,25.0,672.0,76.0,85.0,82.0,0.0,28.0,8.0,20.0,8.0,13.0,32.0,90.0,5.0,9.0,0.0,360.0,2500.0,74.0,20.0,21.0,5000.0,2210.0,13900.0,81.0,8.0,8.0,22800.0,11337.0,3.0,787.0,3.0
191,2.0,0,8.0,1.0,0,0.06,0.94,0.0,0.24,0.87,0.21100000000000002,16.0,47.0,20.0,10350.0,20.0,66430.0,94.0,0.75,3560.0,130.0,0.1,570.0,0.65,6.0,47.0,6.0,47.0,0.0,0.0,2.0,2.0,498200.0,160.0,3.0,0.0,0.0,6160.0,0.0,84.0,623.0,79.0,6.0,3.0,1.0,8.0,4.0,7.0,7.0,603.0,78.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,78.0,1.0,1.0,2400.0,2400.0,12.0,766.0,12.0
192,1.0,0,7.0,1.0,0,0.01,0.99,0.0,0.64,0.87,0.325,14.0,38.0,21.0,15110.0,20.0,49400.0,148.0,0.5,9640.0,18580.0,0.4,1120.0,0.55,16.0,35.0,16.0,35.0,0.0,2.0,2.0,2.0,28.0,1500.0,3.0,0.0,650.0,25720.0,0.0,90.0,540.0,78.0,11.0,6.0,2.0,16.0,6.0,13.0,14.0,502.0,75.0,16.0,15.0,1.0,7.0,2.0,5.0,0.0,1.0,5.0,30.0,3.0,0.0,0.0,350.0,1700.0,74.0,5.0,5.0,2300.0,1340.0,3300.0,79.0,2.0,2.0,3600.0,3000.0,16.0,758.0,16.0
193,3.0,0,6.0,0.0,0,0.02,0.96,400.0,0.83,0.88,0.772,21.0,9.0,9.0,8690.0,35.0,749020.0,462.0,0.2,74620.0,14850.0,0.05,980.0,0.55,7.0,9.0,7.0,9.0,0.0,3.0,5.0,5.0,765493.0,2160.0,18.0,0.0,1030.0,27480.0,0.0,82.0,597.0,74.0,34.0,16.0,12.0,61.0,10.0,19.0,32.0,576.0,74.0,83.0,77.0,3.0,23.0,4.0,19.0,2.0,5.0,28.0,97.0,15.0,2.0,0.0,349.0,2000.0,74.0,19.0,20.0,4600.0,1694.0,4500.0,75.0,4.0,4.0,13800.0,5200.0,2.0,1280.0,2.0
194,3.0,0,5.0,0.0,0,0.08,0.92,500.0,0.39,0.93,0.2,11.0,46.0,31.0,10110.0,13.0,42480.0,73.0,0.45,10440.0,1720.0,0.4,960.0,0.45,6.0,20.0,6.0,20.0,0.0,0.0,2.0,5.0,0.0,1700.0,3.0,0.0,0.0,6150.0,0.0,93.0,608.0,80.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,585.0,72.0,6.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,296.0,1800.0,72.0,3.0,3.0,2100.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,467.0,17.0
195,4.0,0,8.0,1.0,0,0.02,0.98,400.0,0.37,0.67,0.166,14.0,37.0,24.0,10120.0,26.0,52510.0,103.0,0.45,13310.0,30.0,0.15,1090.0,0.5,9.0,25.0,9.0,27.0,0.0,6.0,6.0,6.0,606929.0,1540.0,2.0,0.0,580.0,9880.0,0.0,82.0,679.0,74.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,668.0,75.0,12.0,7.0,0.0,5.0,2.0,3.0,2.0,3.0,8.0,11.0,14.0,1.0,5.0,350.0,1900.0,73.0,3.0,3.0,2800.0,1800.0,2700.0,82.0,2.0,2.0,4800.0,3600.0,5.0,1226.0,1.0
196,2.0,0,8.0,1.0,0,0.07,0.93,1000.0,3.04,1.0,0.575,17.0,11.0,15.0,4840.0,26.0,194100.0,261.0,0.2,34340.0,4520.0,0.05,510.0,0.7,5.0,11.0,5.0,11.0,1.0,2.0,4.0,5.0,391794.0,2160.0,3.0,0.0,110.0,9020.0,0.0,82.0,545.0,84.0,6.0,4.0,1.0,10.0,1.0,2.0,9.0,510.0,73.0,24.0,18.0,1.0,7.0,2.0,5.0,1.0,2.0,7.0,22.0,10.0,1.0,0.0,326.0,3000.0,73.0,5.0,5.0,5000.0,2920.0,3200.0,73.0,2.0,2.0,3600.0,3000.0,23.0,839.0,14.0
197,3.0,0,6.0,0.0,0,0.0,1.0,1200.0,1.16,0.82,0.203,12.0,31.0,64.0,10400.0,18.0,52670.0,83.0,1.0,0.0,1570.0,1.0,1230.0,0.5,0.0,6.0,0.0,6.0,0.0,0.0,7.0,7.0,0.0,0.0,3.0,0.0,0.0,2030.0,0.0,114.0,552.0,75.0,19.0,10.0,5.0,28.0,9.0,14.0,23.0,496.0,75.0,49.0,29.0,10.0,17.0,3.0,14.0,1.0,1.0,14.0,33.0,55.0,1.0,1.0,356.0,1700.0,74.0,14.0,14.0,3100.0,1592.0,11100.0,84.0,3.0,3.0,15000.0,9200.0,17.0,737.0,11.0
198,3.0,0,7.0,0.0,1,0.0,0.9,0.0,0.96,0.81,0.486,20.0,20.0,9.0,3840.0,25.0,296490.0,195.0,0.4,57170.0,13490.0,0.15,1700.0,0.4,14.0,15.0,14.0,15.0,0.0,1.0,3.0,3.0,0.0,2560.0,4.0,0.0,280.0,30030.0,0.0,82.0,549.0,77.0,22.0,11.0,6.0,29.0,11.0,21.0,26.0,495.0,76.0,58.0,56.0,3.0,22.0,10.0,12.0,2.0,6.0,24.0,61.0,9.0,0.0,4.0,334.0,2700.0,72.0,12.0,12.0,4700.0,1900.0,10900.0,81.0,10.0,11.0,26400.0,8880.0,6.0,1009.0,1.0
199,3.0,0,6.0,1.0,0,0.02,0.98,500.0,5.11,0.72,0.069,13.0,77.0,47.0,9650.0,26.0,22660.0,59.0,0.9,900.0,930.0,1.0,950.0,0.55,0.0,43.0,0.0,43.0,0.0,1.0,1.0,1.0,0.0,160.0,2.0,0.0,0.0,0.0,0.0,103.0,492.0,66.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,511.0,75.0,31.0,27.0,1.0,12.0,4.0,7.0,0.0,2.0,11.0,37.0,10.0,0.0,0.0,349.0,2100.0,74.0,7.0,8.0,3100.0,1810.0,7700.0,79.0,4.0,5.0,13800.0,7050.0,45.0,1133.0,10.0
